equipamento_id,periodo,condicao_ambiente,modo_operacao,score_base,fator_ambiente,fator_operacao,score_risco,classificacao,fator_principal,alerta
Caminhão do Márcio 4,Abril 2026,-,-,52,1.0,1.0,52,ALTO,Estilo de condução,[ALERTA] Caminhão do Márcio 4: risco 52 - agendar inspeção em breve.
Caminhão da Lúcia 3,Abril 2026,-,-,55,1.0,1.0,55,ALTO,Estilo de condução,[ALERTA] Caminhão da Lúcia 3: risco 55 - agendar inspeção em breve.
Caminhão do Heitor 3,Abril 2026,-,-,35,1.0,1.0,35,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Heitor 3: risco 35 - monitorar na próxima vistoria.
Caminhão do André 3,Abril 2026,-,-,57,1.0,1.0,57,ALTO,Estilo de condução,[ALERTA] Caminhão do André 3: risco 57 - agendar inspeção em breve.
Caminhão do Fábio 3,Abril 2026,-,-,21,1.0,1.0,21,BAIXO,Desaceleração/frenagem brusca,[OK] Caminhão do Fábio 3: risco 21 - dentro do esperado.
Caminhão do Otávio 5,Abril 2026,-,-,29,1.0,1.0,29,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Otávio 5: risco 29 - monitorar na próxima vistoria.
Caminhão do Joaquim 2,Abril 2026,-,-,50,1.0,1.0,50,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Joaquim 2: risco 50 - monitorar na próxima vistoria.
Caminhão da Olívia,Abril 2026,-,-,39,1.0,1.0,39,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Olívia: risco 39 - monitorar na próxima vistoria.
Caminhão do Mateus,Abril 2026,-,-,31,1.0,1.0,31,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Mateus: risco 31 - monitorar na próxima vistoria.
Caminhão do Fernando 6,Abril 2026,-,-,41,1.0,1.0,41,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Fernando 6: risco 41 - monitorar na próxima vistoria.
Caminhão do Marcos 4,Abril 2026,-,-,53,1.0,1.0,53,ALTO,Estilo de condução,[ALERTA] Caminhão do Marcos 4: risco 53 - agendar inspeção em breve.
Caminhão do Rogério,Abril 2026,-,-,36,1.0,1.0,36,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Rogério: risco 36 - monitorar na próxima vistoria.
Caminhão do Orlando 3,Abril 2026,-,-,49,1.0,1.0,49,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Orlando 3: risco 49 - monitorar na próxima vistoria.
Caminhão do André 6,Abril 2026,-,-,38,1.0,1.0,38,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do André 6: risco 38 - monitorar na próxima vistoria.
Caminhão da Valéria 3,Abril 2026,-,-,42,1.0,1.0,42,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Valéria 3: risco 42 - monitorar na próxima vistoria.
Caminhão do Cristiano,Abril 2026,-,-,27,1.0,1.0,27,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Cristiano: risco 27 - monitorar na próxima vistoria.
Caminhão do Roberto,Abril 2026,-,-,52,1.0,1.0,52,ALTO,Estilo de condução,[ALERTA] Caminhão do Roberto: risco 52 - agendar inspeção em breve.
Caminhão da Eliana 2,Abril 2026,-,-,26,1.0,1.0,26,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Eliana 2: risco 26 - monitorar na próxima vistoria.
Caminhão da Érica 4,Abril 2026,-,-,43,1.0,1.0,43,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Érica 4: risco 43 - monitorar na próxima vistoria.
Caminhão do Antônio 5,Abril 2026,-,-,39,1.0,1.0,39,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Antônio 5: risco 39 - monitorar na próxima vistoria.
Caminhão do Felipe,Abril 2026,-,-,50,1.0,1.0,50,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Felipe: risco 50 - monitorar na próxima vistoria.
Caminhão do Kleber 2,Abril 2026,-,-,32,1.0,1.0,32,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Kleber 2: risco 32 - monitorar na próxima vistoria.
Caminhão da Yasmin 2,Abril 2026,-,-,39,1.0,1.0,39,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Yasmin 2: risco 39 - monitorar na próxima vistoria.
Caminhão do Saulo 4,Abril 2026,-,-,31,1.0,1.0,31,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Saulo 4: risco 31 - monitorar na próxima vistoria.
Caminhão do Henrique 5,Abril 2026,-,-,37,1.0,1.0,37,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Henrique 5: risco 37 - monitorar na próxima vistoria.
Caminhão da Clotilde 4,Abril 2026,-,-,51,1.0,1.0,51,ALTO,Estilo de condução,[ALERTA] Caminhão da Clotilde 4: risco 51 - agendar inspeção em breve.
Caminhão do Henrique 2,Abril 2026,-,-,28,1.0,1.0,28,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Henrique 2: risco 28 - monitorar na próxima vistoria.
Caminhão do Gustavo 5,Abril 2026,-,-,22,1.0,1.0,22,BAIXO,Estilo de condução,[OK] Caminhão do Gustavo 5: risco 22 - dentro do esperado.
Caminhão da Flávia,Abril 2026,-,-,21,1.0,1.0,21,BAIXO,Dificuldade da rota,[OK] Caminhão da Flávia: risco 21 - dentro do esperado.
Caminhão do Vitor 3,Abril 2026,-,-,41,1.0,1.0,41,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Vitor 3: risco 41 - monitorar na próxima vistoria.
Caminhão da Larissa 5,Abril 2026,-,-,36,1.0,1.0,36,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Larissa 5: risco 36 - monitorar na próxima vistoria.
Caminhão do Maurício,Abril 2026,-,-,26,1.0,1.0,26,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Maurício: risco 26 - monitorar na próxima vistoria.
Caminhão do Gilberto,Abril 2026,-,-,58,1.0,1.0,58,ALTO,Estilo de condução,[ALERTA] Caminhão do Gilberto: risco 58 - agendar inspeção em breve.
Caminhão da Carla 5,Abril 2026,-,-,53,1.0,1.0,53,ALTO,Estilo de condução,[ALERTA] Caminhão da Carla 5: risco 53 - agendar inspeção em breve.
Caminhão da Flávia 4,Abril 2026,-,-,31,1.0,1.0,31,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Flávia 4: risco 31 - monitorar na próxima vistoria.
Caminhão do Bruno 6,Abril 2026,-,-,36,1.0,1.0,36,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Bruno 6: risco 36 - monitorar na próxima vistoria.
Caminhão da Fernanda 4,Abril 2026,-,-,29,1.0,1.0,29,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Fernanda 4: risco 29 - monitorar na próxima vistoria.
Caminhão do Davi 4,Abril 2026,-,-,32,1.0,1.0,32,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Davi 4: risco 32 - monitorar na próxima vistoria.
Caminhão do Saulo 2,Abril 2026,-,-,29,1.0,1.0,29,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Saulo 2: risco 29 - monitorar na próxima vistoria.
Caminhão do Ricardo 2,Abril 2026,-,-,42,1.0,1.0,42,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Ricardo 2: risco 42 - monitorar na próxima vistoria.
Caminhão da Larissa,Abril 2026,-,-,62,1.0,1.0,62,ALTO,Estilo de condução,[ALERTA] Caminhão da Larissa: risco 62 - agendar inspeção em breve.
Caminhão do Henrique 6,Abril 2026,-,-,35,1.0,1.0,35,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Henrique 6: risco 35 - monitorar na próxima vistoria.
Caminhão da Vanessa 2,Abril 2026,-,-,25,1.0,1.0,25,BAIXO,Dificuldade da rota,[OK] Caminhão da Vanessa 2: risco 25 - dentro do esperado.
Caminhão da Priscila 2,Abril 2026,-,-,33,1.0,1.0,33,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Priscila 2: risco 33 - monitorar na próxima vistoria.
Caminhão da Sandra,Abril 2026,-,-,33,1.0,1.0,33,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Sandra: risco 33 - monitorar na próxima vistoria.
Caminhão do Leonardo,Abril 2026,-,-,57,1.0,1.0,57,ALTO,Estilo de condução,[ALERTA] Caminhão do Leonardo: risco 57 - agendar inspeção em breve.
Caminhão do Jorge 5,Abril 2026,-,-,55,1.0,1.0,55,ALTO,Estilo de condução,[ALERTA] Caminhão do Jorge 5: risco 55 - agendar inspeção em breve.
Caminhão do Sérgio,Abril 2026,-,-,49,1.0,1.0,49,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Sérgio: risco 49 - monitorar na próxima vistoria.
Caminhão do Maurício 4,Abril 2026,-,-,40,1.0,1.0,40,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Maurício 4: risco 40 - monitorar na próxima vistoria.
Caminhão do Leonardo 2,Abril 2026,-,-,23,1.0,1.0,23,BAIXO,Desaceleração/frenagem brusca,[OK] Caminhão do Leonardo 2: risco 23 - dentro do esperado.
Caminhão da Karina 3,Abril 2026,-,-,54,1.0,1.0,54,ALTO,Estilo de condução,[ALERTA] Caminhão da Karina 3: risco 54 - agendar inspeção em breve.
Caminhão da Gabriela,Abril 2026,-,-,43,1.0,1.0,43,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Gabriela: risco 43 - monitorar na próxima vistoria.
Caminhão do Gabriel,Abril 2026,-,-,36,1.0,1.0,36,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Gabriel: risco 36 - monitorar na próxima vistoria.
Caminhão do Bruno 2,Abril 2026,-,-,33,1.0,1.0,33,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Bruno 2: risco 33 - monitorar na próxima vistoria.
Caminhão do Pablo 5,Abril 2026,-,-,42,1.0,1.0,42,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Pablo 5: risco 42 - monitorar na próxima vistoria.
Caminhão do Vinícius 3,Abril 2026,-,-,50,1.0,1.0,50,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Vinícius 3: risco 50 - monitorar na próxima vistoria.
Caminhão do João 4,Abril 2026,-,-,55,1.0,1.0,55,ALTO,Estilo de condução,[ALERTA] Caminhão do João 4: risco 55 - agendar inspeção em breve.
Caminhão do Caio 2,Abril 2026,-,-,52,1.0,1.0,52,ALTO,Estilo de condução,[ALERTA] Caminhão do Caio 2: risco 52 - agendar inspeção em breve.
Caminhão do Vinícius 2,Abril 2026,-,-,45,1.0,1.0,45,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Vinícius 2: risco 45 - monitorar na próxima vistoria.
Caminhão do Márcio 5,Abril 2026,-,-,52,1.0,1.0,52,ALTO,Estilo de condução,[ALERTA] Caminhão do Márcio 5: risco 52 - agendar inspeção em breve.
Caminhão da Talita 3,Abril 2026,-,-,27,1.0,1.0,27,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Talita 3: risco 27 - monitorar na próxima vistoria.
Caminhão do Carlos 2,Abril 2026,-,-,58,1.0,1.0,58,ALTO,Estilo de condução,[ALERTA] Caminhão do Carlos 2: risco 58 - agendar inspeção em breve.
Caminhão do Daniel 2,Abril 2026,-,-,58,1.0,1.0,58,ALTO,Estilo de condução,[ALERTA] Caminhão do Daniel 2: risco 58 - agendar inspeção em breve.
Caminhão do Bruno 5,Abril 2026,-,-,40,1.0,1.0,40,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Bruno 5: risco 40 - monitorar na próxima vistoria.
Caminhão do Rodrigo 2,Abril 2026,-,-,39,1.0,1.0,39,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Rodrigo 2: risco 39 - monitorar na próxima vistoria.
Caminhão da Mariana 5,Abril 2026,-,-,44,1.0,1.0,44,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Mariana 5: risco 44 - monitorar na próxima vistoria.
Caminhão da Zilda 4,Abril 2026,-,-,38,1.0,1.0,38,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Zilda 4: risco 38 - monitorar na próxima vistoria.
Caminhão da Flávia 5,Abril 2026,-,-,39,1.0,1.0,39,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Flávia 5: risco 39 - monitorar na próxima vistoria.
Caminhão da Nádia 3,Abril 2026,-,-,40,1.0,1.0,40,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Nádia 3: risco 40 - monitorar na próxima vistoria.
Caminhão da Úrsula 4,Abril 2026,-,-,42,1.0,1.0,42,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Úrsula 4: risco 42 - monitorar na próxima vistoria.
Caminhão do Gabriel 4,Abril 2026,-,-,33,1.0,1.0,33,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Gabriel 4: risco 33 - monitorar na próxima vistoria.
Caminhão da Heloísa 3,Abril 2026,-,-,34,1.0,1.0,34,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Heloísa 3: risco 34 - monitorar na próxima vistoria.
Caminhão do Wagner,Abril 2026,-,-,48,1.0,1.0,48,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Wagner: risco 48 - monitorar na próxima vistoria.
Caminhão do Mateus 2,Abril 2026,-,-,52,1.0,1.0,52,ALTO,Desaceleração/frenagem brusca,[ALERTA] Caminhão do Mateus 2: risco 52 - agendar inspeção em breve.
Caminhão do Jorge 3,Abril 2026,-,-,46,1.0,1.0,46,MODERADO,Estilo de frenagem,[ATENÇÃO] Caminhão do Jorge 3: risco 46 - monitorar na próxima vistoria.
Caminhão do Roberto 4,Abril 2026,-,-,35,1.0,1.0,35,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Roberto 4: risco 35 - monitorar na próxima vistoria.
Caminhão da Adriana 3,Abril 2026,-,-,41,1.0,1.0,41,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Adriana 3: risco 41 - monitorar na próxima vistoria.
Caminhão da Wilma 2,Abril 2026,-,-,40,1.0,1.0,40,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Wilma 2: risco 40 - monitorar na próxima vistoria.
Caminhão do Eduardo 6,Abril 2026,-,-,27,1.0,1.0,27,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Eduardo 6: risco 27 - monitorar na próxima vistoria.
Caminhão do Rodrigo,Abril 2026,-,-,56,1.0,1.0,56,ALTO,Estilo de condução,[ALERTA] Caminhão do Rodrigo: risco 56 - agendar inspeção em breve.
Caminhão da Daniela 2,Abril 2026,-,-,43,1.0,1.0,43,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Daniela 2: risco 43 - monitorar na próxima vistoria.
Caminhão do Antônio 6,Abril 2026,-,-,34,1.0,1.0,34,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Antônio 6: risco 34 - monitorar na próxima vistoria.
Caminhão do Ícaro 4,Abril 2026,-,-,37,1.0,1.0,37,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Ícaro 4: risco 37 - monitorar na próxima vistoria.
Caminhão do Pablo 3,Abril 2026,-,-,37,1.0,1.0,37,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Pablo 3: risco 37 - monitorar na próxima vistoria.
Caminhão do Lucas,Abril 2026,-,-,52,1.0,1.0,52,ALTO,Estilo de condução,[ALERTA] Caminhão do Lucas: risco 52 - agendar inspeção em breve.
Caminhão da Débora 4,Abril 2026,-,-,31,1.0,1.0,31,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Débora 4: risco 31 - monitorar na próxima vistoria.
Caminhão do Ricardo,Abril 2026,-,-,57,1.0,1.0,57,ALTO,Estilo de condução,[ALERTA] Caminhão do Ricardo: risco 57 - agendar inspeção em breve.
Caminhão do Maurício 2,Abril 2026,-,-,53,1.0,1.0,53,ALTO,Estilo de condução,[ALERTA] Caminhão do Maurício 2: risco 53 - agendar inspeção em breve.
Caminhão do Wagner 3,Abril 2026,-,-,45,1.0,1.0,45,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Wagner 3: risco 45 - monitorar na próxima vistoria.
Caminhão da Gabriela 5,Abril 2026,-,-,44,1.0,1.0,44,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Gabriela 5: risco 44 - monitorar na próxima vistoria.
Caminhão do Paulo 3,Abril 2026,-,-,41,1.0,1.0,41,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Paulo 3: risco 41 - monitorar na próxima vistoria.
Caminhão do Felipe 2,Abril 2026,-,-,56,1.0,1.0,56,ALTO,Estilo de condução,[ALERTA] Caminhão do Felipe 2: risco 56 - agendar inspeção em breve.
Caminhão do Sérgio 5,Abril 2026,-,-,39,1.0,1.0,39,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Sérgio 5: risco 39 - monitorar na próxima vistoria.
Caminhão do Vitor 4,Abril 2026,-,-,36,1.0,1.0,36,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Vitor 4: risco 36 - monitorar na próxima vistoria.
Caminhão da Maria 2,Abril 2026,-,-,35,1.0,1.0,35,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Maria 2: risco 35 - monitorar na próxima vistoria.
Caminhão da Raquel 5,Abril 2026,-,-,40,1.0,1.0,40,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Raquel 5: risco 40 - monitorar na próxima vistoria.
Caminhão do André 5,Abril 2026,-,-,33,1.0,1.0,33,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do André 5: risco 33 - monitorar na próxima vistoria.
Caminhão da Karina 2,Abril 2026,-,-,58,1.0,1.0,58,ALTO,Estilo de condução,[ALERTA] Caminhão da Karina 2: risco 58 - agendar inspeção em breve.
Caminhão do Antônio 2,Abril 2026,-,-,31,1.0,1.0,31,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Antônio 2: risco 31 - monitorar na próxima vistoria.
Caminhão do André,Abril 2026,-,-,40,1.0,1.0,40,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do André: risco 40 - monitorar na próxima vistoria.
Caminhão da Camila 4,Abril 2026,-,-,35,1.0,1.0,35,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Camila 4: risco 35 - monitorar na próxima vistoria.
Caminhão da Gabriela 3,Abril 2026,-,-,28,1.0,1.0,28,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Gabriela 3: risco 28 - monitorar na próxima vistoria.
Caminhão do Francisco 6,Abril 2026,-,-,30,1.0,1.0,30,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Francisco 6: risco 30 - monitorar na próxima vistoria.
Caminhão do Nelson 2,Abril 2026,-,-,30,1.0,1.0,30,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Nelson 2: risco 30 - monitorar na próxima vistoria.
Caminhão do José,Abril 2026,-,-,34,1.0,1.0,34,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do José: risco 34 - monitorar na próxima vistoria.
Caminhão da Isabela,Abril 2026,-,-,36,1.0,1.0,36,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Isabela: risco 36 - monitorar na próxima vistoria.
Caminhão do Cristiano 5,Abril 2026,-,-,49,1.0,1.0,49,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Cristiano 5: risco 49 - monitorar na próxima vistoria.
Caminhão da Joana,Abril 2026,-,-,44,1.0,1.0,44,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Joana: risco 44 - monitorar na próxima vistoria.
Caminhão do Gustavo 6,Abril 2026,-,-,46,1.0,1.0,46,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Gustavo 6: risco 46 - monitorar na próxima vistoria.
Caminhão da Maria,Abril 2026,-,-,29,1.0,1.0,29,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Maria: risco 29 - monitorar na próxima vistoria.
Caminhão do Samuel,Abril 2026,-,-,58,1.0,1.0,58,ALTO,Estilo de condução,[ALERTA] Caminhão do Samuel: risco 58 - agendar inspeção em breve.
Caminhão do Kleber 4,Abril 2026,-,-,43,1.0,1.0,43,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Kleber 4: risco 43 - monitorar na próxima vistoria.
Caminhão da Lúcia 5,Abril 2026,-,-,55,1.0,1.0,55,ALTO,Estilo de condução,[ALERTA] Caminhão da Lúcia 5: risco 55 - agendar inspeção em breve.
Caminhão do Otávio 4,Abril 2026,-,-,45,1.0,1.0,45,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Otávio 4: risco 45 - monitorar na próxima vistoria.
Caminhão do Rafael 2,Abril 2026,-,-,37,1.0,1.0,37,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Rafael 2: risco 37 - monitorar na próxima vistoria.
Caminhão da Débora,Abril 2026,-,-,46,1.0,1.0,46,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Débora: risco 46 - monitorar na próxima vistoria.
Caminhão do Alexandre 5,Abril 2026,-,-,38,1.0,1.0,38,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Alexandre 5: risco 38 - monitorar na próxima vistoria.
Caminhão da Patrícia 2,Abril 2026,-,-,28,1.0,1.0,28,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Patrícia 2: risco 28 - monitorar na próxima vistoria.
Caminhão do Pablo 2,Abril 2026,-,-,38,1.0,1.0,38,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Pablo 2: risco 38 - monitorar na próxima vistoria.
Caminhão do Maurício 3,Abril 2026,-,-,39,1.0,1.0,39,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Maurício 3: risco 39 - monitorar na próxima vistoria.
Caminhão do João,Abril 2026,-,-,23,1.0,1.0,23,BAIXO,Dificuldade da rota,[OK] Caminhão do João: risco 23 - dentro do esperado.
Caminhão da Ana,Abril 2026,-,-,35,1.0,1.0,35,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Ana: risco 35 - monitorar na próxima vistoria.
Caminhão do Leonardo 3,Abril 2026,-,-,58,1.0,1.0,58,ALTO,Estilo de condução,[ALERTA] Caminhão do Leonardo 3: risco 58 - agendar inspeção em breve.
Caminhão do Zeca 3,Abril 2026,-,-,46,1.0,1.0,46,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Zeca 3: risco 46 - monitorar na próxima vistoria.
Caminhão do Carlos 4,Abril 2026,-,-,46,1.0,1.0,46,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Carlos 4: risco 46 - monitorar na próxima vistoria.
Caminhão da Patrícia,Abril 2026,-,-,49,1.0,1.0,49,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Patrícia: risco 49 - monitorar na próxima vistoria.
Caminhão da Raquel,Abril 2026,-,-,46,1.0,1.0,46,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Raquel: risco 46 - monitorar na próxima vistoria.
Caminhão do Wagner 4,Abril 2026,-,-,46,1.0,1.0,46,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Wagner 4: risco 46 - monitorar na próxima vistoria.
Caminhão do Márcio 6,Abril 2026,-,-,63,1.0,1.0,63,ALTO,Estilo de condução,[ALERTA] Caminhão do Márcio 6: risco 63 - agendar inspeção em breve.
Caminhão do Vinícius 4,Abril 2026,-,-,60,1.0,1.0,60,ALTO,Estilo de condução,[ALERTA] Caminhão do Vinícius 4: risco 60 - agendar inspeção em breve.
Caminhão da Ivone 5,Abril 2026,-,-,30,1.0,1.0,30,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Ivone 5: risco 30 - monitorar na próxima vistoria.
Caminhão do Bruno 3,Abril 2026,-,-,53,1.0,1.0,53,ALTO,Estilo de condução,[ALERTA] Caminhão do Bruno 3: risco 53 - agendar inspeção em breve.
Caminhão do Miguel 5,Abril 2026,-,-,57,1.0,1.0,57,ALTO,Estilo de condução,[ALERTA] Caminhão do Miguel 5: risco 57 - agendar inspeção em breve.
Caminhão do Pedro 4,Abril 2026,-,-,57,1.0,1.0,57,ALTO,Estilo de condução,[ALERTA] Caminhão do Pedro 4: risco 57 - agendar inspeção em breve.
Caminhão da Ana 3,Abril 2026,-,-,39,1.0,1.0,39,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Ana 3: risco 39 - monitorar na próxima vistoria.
Caminhão da Vanessa 4,Abril 2026,-,-,35,1.0,1.0,35,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Vanessa 4: risco 35 - monitorar na próxima vistoria.
Caminhão do Lucas 2,Abril 2026,-,-,50,1.0,1.0,50,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Lucas 2: risco 50 - monitorar na próxima vistoria.
Caminhão do Carlos 5,Abril 2026,-,-,48,1.0,1.0,48,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Carlos 5: risco 48 - monitorar na próxima vistoria.
Caminhão do João 2,Abril 2026,-,-,43,1.0,1.0,43,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do João 2: risco 43 - monitorar na próxima vistoria.
Caminhão do Vitor 2,Abril 2026,-,-,26,1.0,1.0,26,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Vitor 2: risco 26 - monitorar na próxima vistoria.
Caminhão do Leonardo 5,Abril 2026,-,-,20,1.0,1.0,20,BAIXO,Dificuldade da rota,[OK] Caminhão do Leonardo 5: risco 20 - dentro do esperado.
Caminhão da Daniela 5,Abril 2026,-,-,28,1.0,1.0,28,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Daniela 5: risco 28 - monitorar na próxima vistoria.
Caminhão da Ana 4,Abril 2026,-,-,26,1.0,1.0,26,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Ana 4: risco 26 - monitorar na próxima vistoria.
Caminhão do Kleber 5,Abril 2026,-,-,49,1.0,1.0,49,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Kleber 5: risco 49 - monitorar na próxima vistoria.
Caminhão do Pedro 5,Abril 2026,-,-,36,1.0,1.0,36,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Pedro 5: risco 36 - monitorar na próxima vistoria.
Caminhão do Ricardo 6,Abril 2026,-,-,18,1.0,1.0,18,BAIXO,Dificuldade da rota,[OK] Caminhão do Ricardo 6: risco 18 - dentro do esperado.
Caminhão da Heloísa,Abril 2026,-,-,34,1.0,1.0,34,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Heloísa: risco 34 - monitorar na próxima vistoria.
Caminhão do Francisco 5,Abril 2026,-,-,35,1.0,1.0,35,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Francisco 5: risco 35 - monitorar na próxima vistoria.
Caminhão da Patrícia 4,Abril 2026,-,-,26,1.0,1.0,26,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Patrícia 4: risco 26 - monitorar na próxima vistoria.
